sentenceID,sub,verb,obj,label,confidence
422,Clark,appearstohave,areservedseat,true,4.0
423,Seagramshares,rose,C025,true,2.0
423,C5030,rose,316,false,0.0
425,Helou,joinsanumberof,topwriters,true,3.0
426,he,gives,blowbyblowaccountsofencountersOppenheimer,false,1.0
426,blowbyblowaccountsofencountersOppenheimer,hadin,the1930s,false,3.0
426,differencesOppenheimer,hadwith,hiscolleagues,false,2.0
427,DrNormanJSilver,waswindingdown,hisorthopedicsurgerypractice,true,1.0
428,They,defeated,thedefendingchampionPhiladelphiaEagles,true,3.0
431,theTurkishgovernment,havedisputedclaimsof,anorganizedgenocide,true,4.0
432,barmy,arenowseenin,TVstudios,false,3.0
434,afewsqualls,willreach,theimmediatecoast,true,1.0
435,Thetestresults,said,Mills,false,3.0
435,he,wantsas,muchpublicinputanddiscussion,true,1.0
436,We,moved,boxesandbags,true,4.0
436,shoebox,stuffedwith,emergencychocolatecupcakes,true,3.0
436,halfofwhich,wouldbeinhabitedby,acompletelyunknownquantity,true,4.0
436,theotherhalfofwhich,wouldbeinhabitedby,aquantity,false,4.0
436,I,cantevenremember,anytime,false,1.0
436,he,drawsin,today,false,3.0
437,he,failedtohave,thelawyers,false,1.0
437,he,decidedtoattack,them,true,4.0
438,WhiteHouseaides,say,theDemocraticpresident,false,1.0
438,theDemocraticpresident,planstooffer,hisfasttrackbill,false,2.0
439,thesaleofC21billionofsixmonthbills,was,3615percent,false,2.0
440,Hotrolledandcoldrolledsheet,has,asmootherfinish,false,3.0
441,I,finallygot,thepackage,true,2.0
442,herimage,hadbeenfor,somepublications,false,3.0
443,apresent,couldbecome,avirtualgift,true,2.0
444,thesecretary,tells,me,false,1.0
444,asecondone,hit,thetowers,true,2.0
444,It,mustbe,anArab,true,3.0
445,thefederalgovernment,willleave,it,false,3.0
447,ABCandUPN,areofferingthesameshowsin,thetimeslot,false,3.0
447,they,did,ayear,false,2.0
450,I,wasdiagnosedwith,HIV,true,3.0
451,he,didntunderstandwas,thetrueessenceoftheRaiders,false,3.0
452,thequintessentialAmericandesire,decidedtotakemattersinto,theirownhands,false,2.0
453,theircars,arenomatchfor,alargesportutilityvehicle,true,3.0
454,they,satin,apparentrapture,true,1.0
455,MaryMcCarty,writesfor,theDaytonDailyNews,true,5.0
457,Oneoflifessimplepleasures,llwalkawaywith,theVeeHee,false,4.0
458,2,Place,thegarlicandjalapeno,false,2.0
459,alongway,said,StephenSRoach,false,3.0
460,Thailand,isbracingfor,growthofonly3percent,true,3.0
460,thePhilippines,expects,grossdomesticproduct,false,1.0
460,Poors,expects,Malaysia,false,2.0
460,Indonesiaseconomy,isexpectedtoexpand,7percent,true,3.0
461,company,followed,suit,false,1.0
461,majorairports,posed,newobstacles,false,2.0
462,speed,is,yourlife,true,3.0
463,Thatcarpetcleaningcompany,wasstartedby,a16yearold,true,2.0
463,a16yearold,woundupwith,stockworth,false,2.0
464,strikingoffshoreoilworkers,forced,stateownedoilcompanyStatoil,false,1.0
466,Lucas,stoppedin,Atlantarecently,false,3.0
467,othertobaccocompanies,wouldobtainprotectionfrom,futureclassactionlawsuits,true,2.0
467,futureclassactionlawsuits,havethreatened,theindustryswellbeing,true,3.0
469,AleaandTabio,use,politicalstrife,false,1.0
470,USTreasuryofficials,express,concern,false,1.0
470,Japan,maybetryingtoboost,itseconomy,true,1.0
471,theplate,closelyis,something,false,2.0
472,he,sdrivenby,theprospectofrematches,true,2.0
474,you,havetoresortto,1200degreeair,false,2.0
474,you,rerunning,ahotsystem,true,4.0
475,I,asked,theArmeniannative,false,2.0
475,anybodyelse,everpokedfunat,thesign,true,3.0
476,Ariel,boughtitssharesin,themidteens,true,5.0
477,They,add,barbecuesauces,true,1.0
477,barbecuesauces,developedwith,Texastastepanels,true,2.0
479,Arnoldy,logsabout,30000miles,true,2.0
481,TheTreasuryDepartment,isresponsiblefor,USforeignexchangepolicy,true,5.0
483,Televisionpictures,showed,policeofficers,false,1.0
484,it,expectsanetlossin,wirelesscustomers,true,2.0
484,thisquarter,helpedsend,thecompanysPCStrackingstock,false,2.0
486,thesaleofC19billionofoneyearbills,was,4167percent,false,2.0
487,It,has,outstandingstockoptions,true,2.0
487,outstandingstockoptions,couldswell,itsrosterofshares,true,3.0
487,itsrosterofshares,thusreduce,earnings,false,1.0
488,They,say,it,false,1.0
488,we,beat,CityHall,true,3.0
488,CityHall,said,BeckyFenger,false,3.0
489,theuniversityspresident,retiredin,2000,true,3.0
489,he,movedrightinto,aspot,false,2.0
489,a135millionfoundation,srunoutof,Fletcher,false,4.0
489,Tiltonsoffices,hasbeen,astrongClarksupporter,false,4.0
490,Julysexports,surpassed,Junestotalof2439billion,true,4.0
490,Julysexports,werewellaheadof,thepreviousJanuarybenchmarkofC2488billion,true,3.0
491,Itscommercialspine,ischockfullof,porkandpastastores,true,4.0
492,Sax,approachedfrom,thesamedirection,true,3.0
493,Musharraf,defended,hisgovernmentsdecision,true,2.0
493,exile,chargedwith,corruption,false,1.0
494,Thedemotedstarter,hadnotpitchedin,aweek,true,5.0
494,aweek,showednosignsof,thelonglayoff,false,2.0
496,otherfactors,canaffectqualityof,life,true,4.0
497,That,senoughof,adifference,false,4.0
498,Dionne,said,he,false,1.0
498,he,wasskepticalaboutwhether,televisionadvertising,false,2.0
499,Theagency,suspendedimpositionof,the100000pervoyagefines,true,3.0
499,Japan,promisedtoaddress,USconcerns,true,1.0
